AnswerId	PromptId	Score1	AnswerText
SE.3c.115.1	SE_3c	0.0	If it show on south east the shadow will be facing north east.
SE.3c.128.1	SE_3c	0.0	In the early afternoon it would look point, north east.
SE.3c.139.1	SE_3c	2.0	The tree has a shadow because the tree blocked the sun from hitting the ground.
SE.3c.140.1	SE_3c	2.0	There is a shadow there because the sun is behind it and light cannot go through solid objects. Note, I think that question was kind of dumb.
SE.3c.147.1	SE_3c	0.0	Because the sun is over it.
SE.3c.156.1	SE_3c	0.0	Because the tree is of front.
SE.3c.158.1	SE_3c	2.0	Because the sun hits the tree with light and part of the tree is breaking it creates a shadow.
SE.3c.162.1	SE_3c	0.0	Because everything has a shadow and because of the sun.
SE.3c.184.1	SE_3c	0.0	The sun goes over us and we go around.
SE.3c.185.1	SE_3c	0.0	So it could look like a shadow to us.
SE.3c.191.1	SE_3c	1.0	Because the sun is hitting the tree and it is making a shadow.
SE.3c.247.1	SE_3c	0.0	Because the sun is up.
SE.3c.248.1	SE_3c	1.0	The object of the shadow is blocking light so there would be a shadow.
SE.3c.260.1	SE_3c	2.0	Because the sun is hitting at an object, and making a shadow.
SE.3c.315.1	SE_3c	2.0	The tree is blocking the sun rays.
SE.3c.332.1	SE_3c	2.0	Because the sun is on the east part and the trees block the sun.
SE.3c.338.1	SE_3c	1.0	Because it is an object and it covers part of the sun's brightness.
SE.3c.384.1	SE_3c	1.0	Because when an opaque object stands in the way of light the shadow is what replaces the light that should have been there.
SE.3c.388.1	SE_3c	2.0	Because the tree is in the sun's way so it will cast off a shadow.
SE.3c.404.1	SE_3c	0.0	Because it either has the light on it or some kind of light on it.
SE.3c.495.1	SE_3c	1.0	The tree in this picture has a shadow because the tree is something that can be reflected to the ground by the sun, and in this picture, the sun is out.
SE.3c.506.1	SE_3c	1.0	It has a shadow because the sun is facing one part of the tree and the dark part of the tree becomes a shadow.
SE.3c.507.1	SE_3c	1.0	The tree in the picture below has a shadow because the light hits the object and why there a shadow is because the light is being blocked off from front on back of the object.
SE.3c.512.1	SE_3c	2.0	Because the sun is going on it and it is blocking the light.
SE.3c.513.1	SE_3c	1.0	Because when a substance of an object blocks light, it creates a shadow.
SE.3c.539.1	SE_3c	2.0	Because the tree is blocking the sunshine.
SE.3c.540.1	SE_3c	1.0	Because the tree is an object that is blocking the light.
SE.3c.547.1	SE_3c	2.0	Because it blocks the light source that is trying to get through.
SE.3c.562.1	SE_3c	0.0	Because the sun is up.
SE.3c.565.1	SE_3c	1.0	Because the sun is behind the tree and the shadow is in front of it.
SE.3c.580.1	SE_3c	1.0	The tree has a shadow because there is a sun.
SE.3c.602.1	SE_3c	1.0	The tree has a shadow because it is an object that block a light.
SE.3c.608.1	SE_3c	2.0	The tree shown in the picture has a shadow because tree blocked the light of the sun.
SE.3c.612.1	SE_3c	1.0	It has a shadow because the tree is blocking the light from getting away.
SE.3c.615.1	SE_3c	2.0	The tree is an object blocking the sun so it has a shadow.
SE.3c.618.1	SE_3c	2.0	The tree has a shadow because it is blocking the sun's light.
SE.3c.134.1	SE_3c	0.0	The light makes the shadow.
SE.3c.154.1	SE_3c	0.0	The tree picture is look like the tree is in east.
SE.3c.314.1	SE_3c	0.0	Because it is dark and the sun is on east direction.
SE.3c.501.1	SE_3c	0.0	Because since the sun is out it gives it a shadow.
