AnswerId	PromptId	Score1	AnswerText
PS.46b.101.1	PS_46b	2.0	Because so it can tell people to get out of the way in case of a fire.
PS.46b.107.1	PS_46b	0.0	Because for the sound.
PS.46b.114.1	PS_46b	0.0	Because when a house is on fire the fire people turn on their sirens.
PS.46b.118.1	PS_46b	2.0	Would by a sound. Because it was high and low enough for someone to hear.
PS.46b.145.1	PS_46b	2.0	So people can hear.
PS.46b.154.1	PS_46b	2.0	Because if someone called 911 they could hear that they are coming.
PS.46b.171.1	PS_46b	2.0	So when people in cars are driving it tells them to get out of the way.
PS.46b.181.1	PS_46b	2.0	So everyone can hear it.
PS.46b.184.1	PS_46b	0.0	Because the fire alarm would when a house is on fire.
PS.46b.212.1	PS_46b	2.0	So people would move if it was an emergency.
PS.46b.222.1	PS_46b	2.0	So if people heard this high pitch they would know to move or get out of the way.
PS.46b.225.1	PS_46b	2.0	So people would know to get out of the way.
PS.46b.253.1	PS_46b	0.0	Because it is a big pitch.
PS.46b.255.1	PS_46b	2.0	So people know there is an emergency.
PS.46b.263.1	PS_46b	2.0	Because high pitch is louder. So everyone can hear it because there is a fire.
PS.46b.319.1	PS_46b	2.0	It gets cars out of the way. So they can get to the fire faster.
PS.46b.323.1	PS_46b	0.0	I think siren.
PS.46b.391.1	PS_46b	2.0	So people know to move.
PS.46b.396.1	PS_46b	2.0	To get people out of the way.
PS.46b.452.1	PS_46b	2.0	To get people's attention.
PS.46b.455.1	PS_46b	2.0	To warn people.
PS.46b.459.1	PS_46b	2.0	So people can hear it and pull over.
PS.46b.466.1	PS_46b	2.0	To let the people know there are trouble so they need to hurry in the traffic.
PS.46b.494.1	PS_46b	2.0	So people could know to get out of the way.
PS.46b.497.1	PS_46b	0.0	If something Bad happening to somebody.
PS.46b.508.1	PS_46b	0.0	For the fire drill.
PS.46b.523.1	PS_46b	2.0	Because the car needs to get to someplace very quick.
PS.46b.532.1	PS_46b	2.0	They have that so people can get out of the way.
PS.46b.539.1	PS_46b	2.0	So people can hear it and get out of the way. To make people get out of the way.
PS.46b.596.1	PS_46b	2.0	To let the people and people in trouble to know.
PS.46b.602.1	PS_46b	2.0	I think a loud volume so that people hear it not to but the siren does not sound so loud.
PS.46b.610.1	PS_46b	2.0	To tell people to move.
PS.46b.629.1	PS_46b	2.0	It had a high pitch to warn people.
PS.46b.641.1	PS_46b	0.0	Because he does not want noise.
PS.46b.644.1	PS_46b	2.0	So people know to get out of the way.
PS.46b.141.1	PS_46b	2.0	To get cars out of the way.
PS.46b.333.1	PS_46b	2.0	Because to warn people to get out of the way.
PS.46b.563.1	PS_46b	2.0	It is so loud about 2 blocks away can hear it.
PS.46b.603.1	PS_46b	2.0	So the cars and people would know that a is burning or is stuck in a small place so the peoples and cars could get out of the way for the fire engine could get through.
