AnswerId	PromptId	Score1	AnswerText
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj3-l1.qa211	BULB_ONLY_EXPLAIN_WHY6	2.0	there is a gap between terminal 1 and terminal 6
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj7-l1.qa202	BULB_ONLY_EXPLAIN_WHY6	2.0	they are not connected
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj8-l1.qa247	BULB_ONLY_EXPLAIN_WHY6	2.0	they are seperated by a gap from bulb C
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj8-l1.qa248	BULB_ONLY_EXPLAIN_WHY6	2.0	they are seperated by a gap
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj9-l1.qa206	BULB_ONLY_EXPLAIN_WHY6	2.0	terminal 1 is not connected to terminal 6.
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj10-l1.qa234	BULB_ONLY_EXPLAIN_WHY6	1.0	terminal one is seperated from terminal six
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj10-l1.qa235	BULB_ONLY_EXPLAIN_WHY6	0.0	terminal one is connected to the positve battery terminal
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj10-l1.qa236	BULB_ONLY_EXPLAIN_WHY6	2.0	terminal one is not connected to terminal six
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj11-l1.qa229	BULB_ONLY_EXPLAIN_WHY6	2.0	terminal 1 is not connected to terminal 6
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj12-l1.qa200	BULB_ONLY_EXPLAIN_WHY6	2.0	The terminal 1 is seperated from terminal 6
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj12-l1.qa201	BULB_ONLY_EXPLAIN_WHY6	1.0	Terminal 6 is connected to the positive battery terminal
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj13-l1.qa242	BULB_ONLY_EXPLAIN_WHY6	0.0	there is a gap between the positive battery terminal and terminal 1 and terminal 6.
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj14-l1.qa228	BULB_ONLY_EXPLAIN_WHY6	2.0	Because terminal 1 is not connected to terminal 6.
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj15-l1.qa250	BULB_ONLY_EXPLAIN_WHY6	2.0	because there is a gap in the connection between terminal 1 and terminal 6
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj19-l1.qa269	BULB_ONLY_EXPLAIN_WHY6	1.0	terminal is connected to terminal 6
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj19-l1.qa270	BULB_ONLY_EXPLAIN_WHY6	0.0	terminal 1 is connected to terminal 6
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj19-l1.qa271	BULB_ONLY_EXPLAIN_WHY6	0.0	terminal 6 is connected to terminal 1
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj19-l1.qa272	BULB_ONLY_EXPLAIN_WHY6	1.0	terminal 6 has  gap
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj22-l1.qa233	BULB_ONLY_EXPLAIN_WHY6	0.0	l
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj24-l1.qa249	BULB_ONLY_EXPLAIN_WHY6	1.0	difference in electrial state
